SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
PRESENT,present simple,C1,"FORM/USE: NEGATIVE QUESTIONS, PERSUASION",Can use the negative question form as a persuasion strategy.,"Don't you think it's time to upgrade your old car to something more reliable?
Don't you agree that eating out every night is becoming too expensive?
Don't you feel that working from home would make your life a lot easier?
Don't you think it's better to invest in a quality mattress rather than constantly replacing cheaper ones?
Don't you find it frustrating when your internet connection keeps dropping?
Don't you think it's worth spending a little more on organic produce?
Don't you feel that regular exercise could improve your overall health?
Don't you think it's time to declutter your home and donate unused items?
Don't you agree that learning a new language could open up many opportunities?"
PRESENT,present simple,C1,"FORM/USE: NEGATIVE QUESTIONS, OPINION",Can use the negative question form to check opinions.,"Isn't it obvious that he's lying?
Don't you agree that this plan is flawed?
Doesn't it seem like she's always right?
Aren't we all tired of this routine?
Don't you believe that honesty is the best policy?
Isn't it strange how things always work out?
Don't you find it ironic that he criticizes others?
Doesn't it feel like time is flying by?
Aren't we all just trying to find our place in the world?
Don't you think that change is inevitable?"
PRESENT,present simple,C1,USE: REPORTING VERBS,"Can use the present simple with a wide range of reporting verbs, especially in academic contexts, including 'demonstrate', 'illustrate'.","The study demonstrates a significant correlation between exercise and mental health.
The graph illustrates the increasing trend of global temperatures over the past century.
The findings demonstrate the effectiveness of the new teaching method in improving student performance.
The data illustrates the impact of social media on political engagement among young people.
The experiment demonstrates the potential of renewable energy sources to meet future energy demands.
The report illustrates the disparities in healthcare access between urban and rural areas.
The research demonstrates the role of genetics in determining individual susceptibility to diseases.
The case study illustrates the challenges faced by small businesses during economic downturns.
The analysis demonstrates the influence of cultural factors on consumer behavior.
The survey illustrates the changing attitudes towards environmental sustainability among millennials."
PRONOUNS,possessive,A2,FORM: + 'OF MINE' ,Can use the possessive pronoun 'mine' after 'of' in the phrases 'a friend of mine' and 'friends of mine'.,"A friend of mine gave me a present for my birthday.
Some friends of mine were here with me too.
A friend of mine recommended this restaurant to me.
I met a friend of mine at the park yesterday.
A friend of mine is coming to visit me next week.
I saw a friend of mine at the concert last night.
A friend of mine knows the owner of this store.
I borrowed a book from a friend of mine.
A friend of mine is a doctor in this hospital.
I have a friend of mine who lives in New York."
PRONOUNS,possessive,A2,FORM: 'MINE',"Can use the possessive pronoun 'mine', with singular and plural reference, in subject and object positions, and complement positions after 'be' and after prepositions.","I bought a new jacket because mine was very old.
I bought a pullover and trousers because mine are too small for me.
The phone is not mine.
You should bring your computer games and Maths book. I have lost mine.
I want to give you a birthday present like mine.
Is this book yours or mine?
The car over there is mine.
My bike is blue, but yours and mine are different colors.
The keys on the table are mine.
Her bag is big, but mine is smaller than hers."
PRONOUNS,possessive,A2,FORM: 'YOURS' AS OBJECT,"Can use the possessive pronoun 'yours', with singular reference, in object positions, and complement positions after 'be' and after prepositions.","It was my best present, although I also loved yours.
My favourite meal is spaghetti with garlic bread. What's yours?
To go to my house from yours, take the first on the right, Victoria Road, and there is an underground station.
I bought a pink mobile. It's like yours.
So that's all about my mobile phone. Please write to me about yours too!
Is this your book? No, it's not mine, it's yours.
Your car is red, but mine is blue. What color is yours?
I forgot my pen, can I borrow yours?
Your idea is great, but I prefer mine. How about yours?
Your dog is so cute! Is yours a golden retriever too?"
PRONOUNS,possessive,B1,FORM: + 'OF YOURS' ,Can use the possessive pronoun 'yours' after noun + 'of'.,"Maybe you can take a friend of yours with you there.
I think that it's a very good idea of yours to come to the UK.
You can ask some friends of yours to join you.
That's a very interesting opinion of yours.
I like the style of your dress.
Can you introduce me to some friends of yours?
Your idea of organizing a party is fantastic.
I appreciate the effort of yours in helping me.
Your choice of restaurant was excellent.
Your suggestion of going hiking sounds fun."
PRONOUNS,possessive,B1,"FORM: COMPARATIVE CLAUSES WITH 'MINE', 'YOURS'","Can use the possessive pronouns 'mine' and 'yours', with singular reference, in comparative clauses after '(not) as ... as'.","Hope you have a friend as good as mine!
My bedroom is not as big as yours but it is lovely.
My town isn't very big, so I think it won't grow as fast as yours.
I hope my English becomes as good as yours.
My car is not as comfortable as yours.
Her garden is not as beautiful as mine.
My job is not as interesting as yours.
My house is not as old as yours.
My phone is not as fast as yours.
My dog is not as friendly as yours."
PRONOUNS,possessive,B1,FORM: 'YOURS' AS SUBJECT,"Can use the possessive pronoun 'yours', with singular reference, in subject position.","Yours is the best solution we've found so far.
Yours is always the first choice for me.
Yours is the one I trust the most.
Yours is the only option that makes sense.
Yours is the most reliable source of information.
Yours is the one that stands out from the rest.
Yours is the one I always look forward to.
Yours is the one that never disappoints.
Yours is the one that truly matters.
Yours is the one I can always count on."
PRONOUNS,possessive,B1,General comment,,"Her book is on the table.
Their car is parked outside.
Our house is very big.
His bike is very fast.
Your shoes are in the closet.
My phone is charging.
Its tail is very long.
Whose pen is this?
Their garden is beautiful.
Our friends are coming over."
PRONOUNS,possessive,B2,FORM: +  'OF OURS',Can use the possessive pronoun 'ours' after noun + 'of'.,"The house of ours is located near the beach, which makes it a perfect summer getaway.
The car of ours needs a new engine, so we're considering buying a different one.
The project of ours has been delayed due to unforeseen circumstances.
The book of ours is currently being edited and will be published next year.
The restaurant of ours has received excellent reviews from local food critics.
The garden of ours is flourishing with all the recent rain we've had.
The dog of ours loves to play fetch in the park every morning.
The painting of ours has been displayed in the local art gallery for the past month.
The business of ours is expanding rapidly, and we're hiring new staff members.
The vacation home of ours is a great place to relax and unwind."
PRONOUNS,possessive,B2,"FORM: COMPARATIVE CLAUSES WITH 'OURS', 'HERS'",Can use the possessive pronouns 'hers' and 'ours' in comparative clauses.,"I told my mother that your Spanish omelette is better than hers.
Lots of changes which may occur during the next fifty years can make us fear that our sons' and grandsons' lives will not be as happy as ours.
Her garden is much more colorful than ours.
The company's profits this year are higher than ours.
Their house is much bigger than ours.
Her cooking skills are far superior to ours.
Our vacation was more enjoyable than theirs.
Her dedication to work is greater than ours.
The quality of their products is better than ours.
Their team spirit is stronger than ours."
PRONOUNS,possessive,B2,FORM: 'HERS' AS OBJECT,"Can use the possessive pronoun 'hers', with singular reference, in object positions, and complement positions after 'be' and after prepositions.","At the entrance, the security guard asked for my identity card. Pat gave hers.
She didn't remember leaving it there, it wasn't even hers, which is what frightened her the most.
But when she gave this suitcase a good look, she realized that it wasn't hers.
She saw him on a train running parallel to hers.
The key on the table was not mine; it must be hers.
The book she was reading was not mine, but hers.
The dress she wore was not mine; it was hers.
The car parked outside was not mine; it was hers.
The necklace she wore was not mine; it was hers.
The bag she carried was not mine; it was hers."
PRONOUNS,possessive,B2,FORM: 'OURS' AS OBJECT,"Can use the possessive pronoun 'ours' with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions.","Can we rent windsurf boards or should we bring ours with us?
When we read about them, we think that we are the characters and we live their stories as if they were ours.
Aldous Huxley was able to create a new world which is not so different from ours.
This road shouldn't be allowed in the middle of a small town like ours.
The success of their project inspired us to improve ours.
Our garden is much smaller than theirs, but we love ours just as much.
They have a different approach to problem-solving, but we prefer ours.
The quality of their products is high, but ours are more affordable.
Their house is bigger, but we find ours more comfortable.
The similarities between their culture and ours are striking."
PRONOUNS,possessive,B2,FORM: 'OURS' AS SUBJECT ,"Can use the possessive pronoun 'ours', with singular and plural reference, in subject position. ","Ours is the only team that has consistently won the championship for the past five years.
Ours is a small family-owned business that prides itself on customer satisfaction.
Ours is a diverse group of professionals, each bringing unique skills to the table.
Ours is the only school in the area that offers a comprehensive STEM program.
Ours is a community that values education and supports local initiatives.
Ours is a project that has been in the works for over a decade, and we are finally seeing the results.
Ours is a company that focuses on sustainability and ethical practices.
Ours is a collection of rare books that has been passed down through generations.
Ours is a team of dedicated volunteers who work tirelessly for the betterment of our community.
Ours is a tradition that has been celebrated for centuries in our family."
PRONOUNS,possessive,B2,FORM: 'THEIRS' AS OBJECT ,"Can use the possessive pronoun 'theirs', with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions. ","I could show them the traditional things of our country and learn theirs.
She told him that this baby was theirs.
Red Stone are a very big group, you know that I'm a great fan of theirs.
I realise that it can be a very interesting experience and I can also improve my foreign language as well as theirs.
Theirs is the house with the big garden.
After the meeting, we discussed the project that was theirs.
The award for best performance went to theirs.
In the end, it turned out that the idea was theirs.
They were proud of the work that was theirs.
The committee decided to support the proposal that was theirs."
PRONOUNS,possessive,C1,FORM: 'OURS' AS SUBJECT ,"Can use the possessive pronoun 'ours', in subject position. ","I hope that other councils will consider improving the cyclists' cycling conditions as ours did.
Yes, of course there are much larger gardens in this area, but ours is more than four times as big as the one we had in Holland.
What is more, the manager organises excursions to London. Ours was breathtaking. We visited unbelievably interesting museums.
Ours is the only company that has consistently met its targets for the past five years.
The quality of the service provided by the local library is exceptional; ours is always prompt and helpful.
In comparison to other schools, ours offers a more diverse range of extracurricular activities.
The new policy on employee benefits is far more generous than those of our competitors; ours is leading the way.
Ours is the only team that has managed to complete the project ahead of schedule.
The community center in our neighborhood is one of the best; ours offers a wide variety of classes and events.
Ours is the only house on the block that has been fully renovated with modern amenities."
PRONOUNS,possessive,C2,FORM/USE: WITH 'THAT ... OF',"Can use 'that ... of' + possessive pronouns to express an attitude about someone or something, often in humorous or sarcastic contexts. ","I couldn't help but laugh at that ridiculous haircut of his.
She always brags about that expensive watch of hers.
I was surprised to see that old car of his still running.
He couldn't stop talking about that new gadget of his.
She was so proud of that beautiful painting of hers.
I was shocked by that loud voice of his.
He kept complaining about that slow internet connection of theirs.
She couldn't believe that tiny apartment of his.
I was impressed by that impressive collection of books of hers.
He was always talking about that amazing vacation of theirs."
PRONOUNS,possessive,C2,FORM: 'HERS' AS SUBJECT ,"Can use the possessive pronoun 'hers' with singular reference, in subject position.","I put Sophie's pictures in my bag because hers was already packed.
I also recall my father saying to my mother that hers was not as good as my grandmother's.
She thought, as she sometimes did, that hers was a drab existence, but that she could do hardly anything to avoid it.
Hers was the only opinion that mattered to him.
In the competition, hers was the most innovative project.
When it came to leadership skills, hers was unmatched.
Hers was the voice that always brought calm during the storm.
Among all the paintings, hers was the one that stood out.
Hers was the story that everyone wanted to hear.
In the end, hers was the decision that carried the most weight."
PRONOUNS,possessive,C2,FORM: 'HIS',"Can use the possessive pronoun 'his', with singular and plural reference, in subject and object position, and complement positions after 'be' and after prepositions. ","Therefore, his was not a happy and normal childhood.
He was my confidant and I was his.
It was as if she had completely forgotten about the outlines of his face, his hair, all the features that were his.
Bob attracts many of his students to the teaching career, which is rather looked down on in a developing poor country like his.
His dedication to the project was evident in every aspect of his work.
The committee was impressed by his presentation and the clarity of his ideas.
She admired his courage and the way he handled his responsibilities.
His achievements in the field of science have earned him a place in history.
The professor was known for his vast knowledge and his ability to inspire his students.
His contributions to the community have made a significant impact on his neighbors' lives."
PRONOUNS,possessive,C2,"FORM: OF 'THEIRS', 'HERS', 'HIS'","Can use the possessive pronouns 'hers', 'theirs' and 'his' after noun + 'of'.","The success of theirs was a testament to their hard work.
The influence of his was evident in every decision made.
The opinions of hers were highly respected in the community.
The legacy of theirs will be remembered for generations.
The impact of his was profound on everyone around him.
The dedication of hers was unparalleled in her field.
The contributions of theirs were integral to the project's success.
The wisdom of his was sought after by many.
The achievements of hers were celebrated widely.
The guidance of theirs was invaluable to those who sought it."
PRONOUNS,possessive,C2,FORM: 'THEIRS' AS SUBJECT,"Can use the possessive pronoun 'theirs', with singular and plural reference, in subject position.","Theirs is a unique approach to problem-solving that has never been seen before.
Theirs was a bond that transcended time and space.
In the world of academia, theirs is often considered the gold standard.
Theirs had always been a source of inspiration for many.
Yet, in the grand scheme of things, theirs might not be as significant as they thought.
When it comes to environmental conservation, theirs is a model that others should follow.
Theirs was a friendship that was forged in the toughest of times.
In the realm of art, theirs is a style that stands out from the rest.
Theirs had always been a partnership built on mutual respect and understanding.
Yet, in the face of adversity, theirs proved to be a resilient force."
PRONOUNS,reflexive,A2,FORM: SAME SUBJECT AND OBJECT.,"Can use a limited range of singular reflexive pronouns ('myself', 'yourself') with a limited range of verbs ('enjoy', 'buy') to refer to actions where the subject and object of the verb are the same.","I enjoyed myself at the party.
She bought herself a new dress.
He hurt himself playing football.
They surprised themselves with their success.
We entertained ourselves with board games.
You should take care of yourself.
I hope you enjoy yourself on your trip.
She made herself a cup of tea.
He taught himself how to play the guitar.
They found themselves in a difficult situation."
PRONOUNS,reflexive,B1,FORM/USE: 'BY' + SINGULAR ,"Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' with 'by' to mean alone, without any help.","I will finish the project by myself.
You can solve the puzzle by yourself.
He built the model airplane by himself.
She wrote the report by herself.
I cleaned the entire house by myself.
You can paint the picture by yourself.
He fixed the car by himself.
She cooked dinner by herself.
I organized the event by myself.
You can read the book by yourself."
PRONOUNS,reflexive,B1,"FORM: SAME SUBJECT AND OBJECT, SINGULAR ",Can use an increasing range of singular reflexive pronouns with an increasing range of verbs to refer to actions where the subject and object of the verb are the same.,"She congratulated herself on her excellent performance.
He reminded himself to stay calm during the interview.
They blamed themselves for the mistake they made.
The cat scratched itself while trying to catch the mouse.
He taught himself how to play the guitar.
She rewarded herself with a treat after finishing her work.
He scolded himself for forgetting the appointment.
The dog chased itself in circles around the yard.
She entertained herself by reading a book.
He excused himself from the table to make a phone call."
PRONOUNS,reflexive,B1,"FORM: SINGULAR, AFTER PREPOSITIONS","Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' after prepositions where the object of the preposition is the same as the subject of the verb.","He told me about himself and how he started playing the guitar.
Now she was very proud of herself.
The manager spoke to the employee about himself and his goals.
She looked at herself in the mirror and smiled.
They asked about themselves and their future plans.
He was concerned about himself and his health.
She wrote a letter to herself to remind her of her dreams.
They discussed themselves and their achievements.
He was focused on himself and his career.
She was happy with herself and her progress."
PRONOUNS,reflexive,B1,"USE: SINGULAR, FOR EMPHASIS","Can use the singular reflexive pronouns 'myself', 'yourself', 'himself' and 'herself' for emphasis.","I completed the task myself without any help from others.
She made the decision herself after careful consideration.
He built the entire project himself from scratch.
You can solve the problem yourself with a little more practice.
The author wrote the book himself, without any ghostwriters.
She designed the dress herself, showcasing her unique style.
He repaired the car himself to save money on labor costs.
You should try the recipe yourself to see how easy it is.
I cleaned the house myself to ensure everything was spotless.
She painted the mural herself, adding her personal touch to the artwork."
PRONOUNS,reflexive,B2,FORM/USE: 'BY' + PLURAL ,"Can use plural reflexive pronouns with 'by' to mean alone, without any help.","We decided to go hiking by ourselves to enjoy the peace and quiet.
The children were left to play by themselves while the parents had a meeting.
She prefers to read books by herself to avoid distractions.
They managed to fix the car by themselves after watching a few tutorials.
The cat often curls up by itself in a cozy corner of the room.
He likes to watch movies by himself to fully immerse in the story.
The team completed the project by themselves without any external help.
She enjoys cooking by herself, finding it a relaxing activity.
The puzzle was solved by themselves after hours of intense concentration.
The dog wanders around the garden by itself during the day."
PRONOUNS,reflexive,B2,FORM: 'BY ITSELF',Can use the reflexive pronoun 'itself' with 'by' to mean alone or without any help.,"The machine can operate by itself without any human intervention.
The cat likes to sleep by itself in a quiet corner.
The car drove by itself down the empty road.
The plant withered by itself due to lack of water.
The door closed by itself as soon as we stepped out.
The robot can clean the room by itself efficiently.
The cake baked by itself in the oven while we were away.
The puzzle solved by itself after a few hours of intense thought."
PRONOUNS,reflexive,B2,"FORM: PLURAL, AFTER PREPOSITIONS",Can use plural reflexive pronouns after prepositions where the object of the preposition is the same as the subject of the verb.,"The team celebrated their victory among themselves.
The students couldn't agree with themselves on the best solution.
The group discussed the issue among themselves.
The committee members argued with themselves over the budget.
The family enjoyed the vacation by themselves.
The colleagues supported themselves through the difficult project.
The friends entertained themselves during the long journey.
The artists expressed their creativity through themselves."
PRONOUNS,reflexive,B2,"FORM: SAME SUBJECT AND OBJECT, PLURAL",Can use plural reflexive pronouns to refer to actions where the subject and object of the verb are the same.,"We often find ourselves in situations where we need to support each other.
They always enjoy themselves at the company picnic.
You can treat yourselves to a nice dinner after the meeting.
The students can challenge themselves with these difficult assignments.
They usually reward themselves with a vacation after a big project.
We should motivate ourselves to reach our goals.
You all can relax yourselves by the pool after the long hike.
They often surprise themselves with how much they can accomplish.
The team should congratulate themselves on a job well done.
We must remind ourselves to stay focused on our objectives."
PRONOUNS,reflexive,B2,"USE: 'IN ITSELF', INTENSIFYING ",Can use the fixed expression 'in itself' as an intensifier .,"The painting in itself is stunning, but the frame adds an extra layer of elegance.
The novel in itself is a masterpiece, but the author's commentary makes it even more profound.
The recipe in itself is simple, but the flavors it creates are complex and delicious.
The problem in itself is manageable, but the lack of communication makes it worse.
The dress in itself is lovely, but the accessories complete the look.
The idea in itself is innovative, but its practical application is even more impressive.
The challenge in itself is tough, but the support from the team makes it achievable.
The technology in itself is advanced, but its integration with other systems is seamless.
The proposal in itself is solid, but the presentation could use some refinement.
The experience in itself was memorable, but the people I met made it unforgettable."
PRONOUNS,reflexive,B2,"USE: 'ITSELF', FOR EMPHASIS ",Can use the singular pronoun 'itself' for emphasis.,"The car itself was in perfect condition.
The problem itself is quite simple to solve.
The painting itself is a masterpiece.
The recipe itself is easy to follow.
The garden itself is a peaceful retreat.
The book itself is very informative.
The project itself is challenging but rewarding.
The city itself is full of historical sites."
PRONOUNS,reflexive,B2,"USE: PLURAL, FOR EMPHASIS",Can use plural reflexive pronouns for emphasis.,"We can handle the situation ourselves, without needing any help from others.
They were so proud of themselves after completing the project on their own.
The team members supported each other, ensuring everyone was confident in themselves.
The children entertained themselves with toys while the adults talked.
They were so busy that they barely had time for themselves.
The company needs to improve its processes itself to stay competitive.
They were so focused on their work that they forgot to take care of themselves.
The students were encouraged to think for themselves and come up with creative solutions.
They were so tired after the long journey that they just wanted to relax themselves.
The committee members were responsible for organizing the event themselves."
PRONOUNS,reflexive,B2,"USE: 'YOURSELVES', FOR POLITENESS ",Can use the plural reflexive pronoun 'yourselves' for politeness.,"Dear Sir/Madam, I am writing to you in response to the advertisement published by yourselves in the Traveller regarding The Trip of a Lifetime.
The question you asked drives me back to my early life. My childhood. Like yourselves, I am also living in a busy town, in a busy street. But when I was a little kid, I was with my grandparents in Kandy.
Also, it is a great opportunity to improve my sailing skills as training will be provided by yourselves.
I hope you will consider my application favorably, as I am confident that I can contribute positively to the projects undertaken by yourselves.
I am looking forward to the opportunity to work with yourselves and to contribute to the success of your organization.
Please feel free to contact me if you need any further information or if yourselves would like to schedule an interview.
I am excited about the possibility of joining your team and working with yourselves on this innovative project.
I am confident that my skills and experience will be of great benefit to yourselves and the company as a whole.
I would like to thank yourselves for considering my application and for providing me with this opportunity.
I am eager to learn more about the projects yourselves are currently working on and how I can contribute to their success."
PRONOUNS,reflexive,C2,USE: DISCOURSE MARKERS,Can use 'as for myself' as a discourse marker to introduce or focus on a personal opinion. ,"As for myself, I prefer reading physical books over e-books.
As for myself, I find cooking to be a relaxing activity.
As for myself, I believe that honesty is the best policy.
As for myself, I enjoy traveling to new places and experiencing different cultures.
As for myself, I think exercise is crucial for maintaining good health.
As for myself, I am a morning person and feel most productive early in the day.
As for myself, I value family above all else.
As for myself, I am passionate about environmental conservation.
As for myself, I find it challenging to balance work and personal life.
As for myself, I am constantly seeking new knowledge and skills to improve myself."
PRONOUNS,subject/ object,A1,FORM: (OBJECT) 'IT',Can use the pronoun 'it' as a direct object to refer to an object or situation already referred to.,"The book is interesting, and I enjoy it.
Can you see it from here?
She doesn't want it anymore.
I found it under the table.
He lost it yesterday.
They don't understand it.
Is this the one you were looking for?"
PRONOUNS,subject/ object,A1,"FORM: (OBJECT) 'ME', 'YOU', 'HER', 'HIM', 'US', 'THEM' ","Can use the pronouns 'me', 'you', 'him', 'her', 'us' and 'them' in the direct object position after a transitive verb.","I'm very happy that you want to see me.
I can see her on Saturday at 8 pm.
It protects us from rain, wind and sun.
You will find a lot of different shops. I hope you'll like them.
He gave the book to her.
Can you help us with the project?
She sent a letter to him.
They invited me to the party.
He told the story to them.
She bought a gift for us."
PRONOUNS,subject/ object,A1,FORM: (OBJECT) WITH PREPOSITION ,"Can use the object pronouns 'me', 'you', 'him', 'her', 'it', 'us' and 'them' in the object position after prepositions. ","I went to the park with him.
She gave the book to me.
They invited us to the party.
Can you help her with her homework?
The cat chased after it.
We talked about them for hours.
He asked for it at the store.
They sent the letter to us.
She bought a gift for him.
I saw them at the concert."
PRONOUNS,subject/ object,A1,FORM: (SUBJECT) 'IT' FOR FIRST PERSON,Can use the pronoun 'it' before 'be' to refer to a first person speaker or writer.,"Hello Mrs. Bishop. It's Clarisse.
Dear Cris, it's me, Paarth.
Hello, it's John.
Hey, it's Sarah.
Hi, it's Tom.
Hello, it's Emily.
Dear friend, it's me, Alex.
Hi there, it's Lisa.
Good morning, it's Mark.
Hello, it's Jane."
PRONOUNS,subject/ object,A1,FORM: (SUBJECT) QUESTIONS,"Can use the pronouns 'I', 'you', 'we' and 'they' after an auxiliary or modal verb in question forms.","Can I help you?
Can you come with me?
Can we go now?
Can they play outside?
Can you help me?
Can I join you?
Can they come too?
Can we start now?
Can you bring it?
Can I ask you something?"
PRONOUNS,subject/ object,A1,FORM: (SUBJECT) QUESTIONS WITH 'BE',Can use the pronouns 'you' and 'it' after 'be' in question forms.,"Are you busy?
Is it raining?
Are you happy?
Is it cold?
Are you ready?
Is it hot?
Are you tired?
Is it sunny?
Are you hungry?
Is it windy?"
PRONOUNS,subject/ object,A1,FORM: (SUBJECT) STATEMENTS,"Can use the pronouns 'I', 'you', 'he', 'she', 'it', 'we' and 'they' in the subject position before a verb in statements.","I go to school every day.
You are my best friend.
He plays soccer on weekends.
She reads books in the evening.
It is raining outside.
We have lunch together.
They live in the same neighborhood."
PRONOUNS,subject/ object,A2,FORM: (SUBJECT) ELLIPSIS AFTER 'HOPE',Can leave out the subject pronoun with 'hope'. ► ellipsis,"Hope to meet you soon.
Hope everything is going well.
Hope you had a great time.
Hope you enjoy the party.
Hope you find this helpful.
Hope you have a nice day.
Hope you like the surprise.
Hope you recover soon.
Hope you had a good weekend.
Hope you got my message."
PRONOUNS,subject/ object,A2,FORM: (SUBJECT) EMPTY 'IT',"Can use 'it' as an empty subject when there is nothing else to put in subject position, particularly with weather or time. ","It's raining heavily.
It's almost midnight.
It's getting dark.
It's very cold today.
It's sunny outside.
It's nearly lunchtime.
It's snowing softly.
It's quite humid.
It's almost dinner time.
It's very foggy."
PRONOUNS,subject/ object,B1,FORM: (SUBJECT) USING 'IT' TO INTRODUCE,Can use dummy 'it' as a subject to introduce something the speaker or writer is going to refer to.,"It's important to keep your room clean.
It's fun to play with your friends after school.
It's nice to have a pet at home.
It's helpful to ask questions when you don't understand something.
It's good to exercise every day.
It's interesting to learn about different cultures.
It's exciting to plan a trip to a new place."
PRONOUNS,subject/ object,B2,FORM: (OBJECT) USING 'IT' TO INTRODUCE,Can use 'it' as an object with 'make' to introduce something the speaker or writer is going to refer to.,"The heavy traffic makes it difficult for me to get to work on time.
His constant interruptions make it impossible for me to concentrate.
The high cost of living makes it challenging for us to save money.
Her strict schedule makes it hard for her to spend time with her family.
The noise from the construction site makes it impossible for me to sleep.
His lack of experience makes it difficult for him to find a job.
The language barrier makes it challenging for us to communicate effectively.
The long distance makes it hard for them to maintain a relationship.
The strict regulations make it impossible for us to operate freely.
The constant rain makes it difficult for us to go outside and play."
PRONOUNS,subject/ object,B2,FORM: (SUBJECT) ELLIPSIS ,"Can leave out the subject pronoun with a limited range of verbs, in informal contexts. ► ellipsis","Must rush now because I have to go out with Paul.
Sounds great.
Got to go now.
Can't wait to hear about your exam.
Hope you enjoyed the party.
Love your new haircut.
Need to finish this report by tonight.
Missed you at the meeting.
Want to grab lunch later?
Finished reading that book you recommended."
PRONOUNS,subject/ object,B2,FORM: (SUBJECT) EMPTY 'IT',"Can use dummy 'it' with 'appears', 'feels', 'looks' and 'seems'.","It feels like we've been waiting for hours.
It looks like it's going to rain soon.
It seems that the meeting has been postponed.
It appears that the train is delayed again.
It feels as though the temperature is dropping rapidly.
It seems like everyone is excited about the new project.
It looks like the party is going to be a huge success.
It appears that the problem has been resolved.
It feels like we're making good progress on this task.
It seems that the weather is improving for the weekend."
PRONOUNS,subject/ object,B2,FORM: (SUBJECT) 'ONE',Can use 'one' as a generic personal pronoun in the subject position to mean people in general. ► generic pronouns,"One should always wear a helmet when riding a bicycle.
One can find inspiration in the most unexpected places.
One must be careful when crossing the street.
One should always wash their hands before eating.
One can learn a lot from reading books.
One should never judge a book by its cover.
One can make a difference in the world.
One should always be kind to others.
One can achieve their goals with hard work and dedication."
PRONOUNS,subject/ object,C1,FORM/USE: (SUBJECT) 'IT' + PASSIVE ,"Can use 'it' with the passive voice where the subject is unknown or unimportant, often in formal contexts. ► passives","It is believed that the new policy will significantly reduce crime rates.
It is expected that the construction will be completed by the end of the year.
It was reported that the meeting had been rescheduled for next week.
It is said that the new CEO will bring innovative changes to the company.
It is anticipated that the weather will improve by the weekend.
It was announced that the conference would be held online this year.
It is predicted that the stock market will rebound in the coming months.
It was suggested that the new regulations would benefit the environment.
It is assumed that the project will be finished ahead of schedule.
It was confirmed that the flight had been delayed due to technical issues."
PRONOUNS,subject/ object,C2,FORM: (SUBJECT) CLEFT CONSTRUCTIONS WITH 'IT',Can form a cleft construction beginning with 'it' to emphasise the subject of the main clause. ► clauses,"It was the teacher who gave us the assignment.
It was the dog that ate the homework.
It was the sun that caused the flowers to bloom.
It was the wind that blew the leaves away.
It was the rain that made the ground wet.
It was the book that inspired the movie.
It was the music that made everyone dance.
It was the car that broke down on the way.
It was the meeting that lasted for hours.
It was the phone call that changed everything."
PRONOUNS,demonstratives,A2,FORM: 'THIS',Can use 'this' as a pronoun with singular reference.,"This is a very interesting place.
I'm very happy about this.
This book is very informative.
Can you pass me this pen?
This car is much faster than that one.
This is the best pizza I've ever had.
I don't like this weather.
This movie is really scary.
This is the first time I've visited this city.
This is the most comfortable chair I've ever sat in."
PRONOUNS,demonstratives,A2,USE: 'THIS' POINTING ,Can use 'this' as a pronoun to point to or identify single things or entities which are about to follow and have immediate relevance.,"This is the address of the new office: 123 Main Street.
This is the price of the book: $15.
This is the time of the meeting: 10:00 AM.
This is the name of the restaurant: The Green Garden.
This is the date of the event: October 15th.
This is the phone number to call for more information: 555-1234.
This is the title of the book I'm reading: ""The Great Gatsby"".
This is the email address to contact the support team: support@example.com."
PRONOUNS,demonstratives,A2,"USE: 'THIS', ALREADY MENTIONED ",Can use 'this' as a pronoun to refer back to single things or groups of plural things which have already been mentioned. ,"Thank you for this.
I went shopping yesterday at Yalerias. I bought three green T-shirts, a pair of sneakers and some socks. You might ask, why did I buy all this?
This is the book I was telling you about.
I saw a movie last night, and this was the best one I've seen in a long time.
She gave me a gift, and I really like this.
We went to the park, and this was the perfect place to relax.
He bought a new car, and this is the one he always wanted.
They invited us to their party, and this was a great opportunity to meet new people.
I made a cake, and this is the recipe I used.
She showed me her paintings, and this is my favorite one."
PRONOUNS,demonstratives,A2,"USE: 'THIS', NOW",Can use 'this' as a pronoun to refer to something that is happening now. ,"This is the most exciting moment of my life!
This is the perfect time to start our project.
This is the first time I've seen such a beautiful sunset.
This is the best meal I've had in ages.
This is the right moment to tell you something important.
This is the most fun I've had in years.
This is the best day of my life!
This is the perfect opportunity to make a change.
This is the most amazing view I've ever seen.
This is the best time to relax and enjoy."
PRONOUNS,demonstratives,A2,FORM: 'THAT',Can use 'that' as a pronoun with singular reference.,"That was amazing.
After that, we can go and drink a cup of coffee and eat a piece of cake.
I like that book.
That is my favorite song.
She showed me that picture.
That car is very fast.
That is the reason why I came.
He told me that story.
That is the best pizza I've ever had.
That is the house where I grew up."
