SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
PRONOUNS,"substitution, one, ones, none",B1,"FORM: 'THIS ONE', 'THAT ONE'","Can use 'this one', 'that one' to refer to a singular countable noun.  ►  pronouns: demonstratives","I met many old friends there, because I was in another judo club before this one and my friends and I left the old one to join the 1.JCF, because we heard that this one is the best in the whole of Frankfurt.
I'm thinking about buying a new desk because this one is very old.
I choose that one, because it is a very good and quiet place.
This is the only part of Harry Potter movies which I don't have, and it's my favourite, so I'm going to buy that one."
PRONOUNS,"substitution, one, ones, none",B1,FORM: 'ONES',Can use 'ones' as a pronoun to substitute for plural nouns which have already been mentioned or are obvious from the context. ,"My pillows are getting old and I need new ones.
To tell the truth, I prefer large schools to small ones.
We also need new armchairs, because a lot of the old ones are broken."
PRONOUNS,"substitution, one, ones, none",B1,FORM: PRE-MODIFYING,Can use determiners + premodifers + 'ones'.,"We should buy some new copiers and some new faxes because the old ones are very slow, and one copier is already broken.
I have seen many programs recently, but the ones that I liked best are the funny ones, and the science-fiction ones, because I like things that are unreal.
I also like watching films on Friday nights, there are some good ones on the first channel.
I've bought five new t-shirts, because I don't like my old ones anymore."
PRONOUNS,"substitution, one, ones, none",B1,"FORM/USE: POSTMODIFYING, SPECIFYING","Can use 'the ones' with a complement, to refer to something specific.","Weddings in our country? Well, they're pretty different from the ones in England.
Evil people, like the ones who did this, should die, or at least go to prison.
The products we received were not exactly the ones we ordered."
PRONOUNS,"substitution, one, ones, none",B1,"FORM/USE: PREMODIFIER + 'ONES', GENERAL REFERENCE ","Can use premodifiers with 'ones', to refer to something in general. ","Our computers are out-dated and slow. I think we should replace them with new ones.
Large schools are usually better than small ones, because they offer more interesting activities."
PRONOUNS,"substitution, one, ones, none",B2,"FORM: 'THESE ONES', 'THOSE ONES'","Can use 'these ones', 'those ones' as a substitute for plural countable nouns which have already been mentioned or are obvious from the context.","This is only the beginning; there are a lot of things that should be done, but let's just start with these ones.
Beside those ones, there's also an equal number of individuals who get crippled for life."
PRONOUNS,"substitution, one, ones, none",C1,FORM: 'NONE',Can use 'none' as a pronoun. ►  determiners: quantity  ►  pronouns: quantity ,"Then I searched for a Coca-Cola, but I found none.
Although I was really disappointed, I managed to keep the presence of mind and think more carefully and calmly. The result? None!
We expected a social programme but there was none.
The odd thing about snowboarding in Russia ... is that there are very few mountains. In fact, there are none.
The costs saved without external consultants would be higher than the costs for this course. Opportunity costs: None."
PRONOUNS,"substitution, one, ones, none",C2,"FORM/USE: 'THE ONE(S) THAT', FOR FOCUS","Can use 'The one(s) that' + clause in subject position, for focus. ► focus","The one that impressed me a lot is the Chinese Lunar New Year Carnival which was held in Hong Kong in January this year.
The one that I think will have permanent results is the raising of the financial standard of all these countries.
The ones that he preferred were those where his imagination could fly away to other places and times, and where he could live the life of other people.
The ones that wear clothes made by their mothers never seem to ask for much attention."
PRONOUNS,"indefinite - thing, -one, -body etc",A1,FORM: OBJECT,Can use a limited range of indefinite pronouns as objects. ,"I like doing everything at College because I love my college ?
I like to eat everything.
I can clean your house and cook something for you.
If you need anything, please let me know."
PRONOUNS,"indefinite - thing, -one, -body etc",A1,"FORM: 'EVERYTHING', SUBJECT","Can use 'everything' as subject, with a singular verb. ","I hope everything is all right.
Everything is nice and green there."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,FORM: OBJECT OR COMPLEMENT,Can use an increasing range of indefinite pronouns as objects or complements of prepositions. ,"I need it because I have to call someone.
I invited everyone in the school but some people didn't come ?
I have borrowed it from somebody."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,FORM: SUBJECT,"Can use a limited range of indefinite pronouns ('someone', 'everyone') as subjects, with a singular verb. ","I bought them because someone stole my luggage at the airport.
When someone calls me, it rings with a very lovely song.
I liked the competition because it is an enjoyable game and everyone likes it."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,FORM: NEGATIVE + 'ANYTHING',Can use 'anything' after a negative verb form. ,"You don't have to bring anything.
When I want to eat something in the night, I can't find anything because it is too dark."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,"FORM/USE: WITH ADJECTIVE, SPECIFYING","Can modify 'something' or 'anything' with an adjective, to make it more specific.","Next weekend it's my mum's birthday party, so I needed something new to wear.
You need to wear something comfortable.
But I didn't find anything wrong .
You don't have to bring anything special."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,"FORM/USE: WITH 'TO' INFINITIVE, SPECIFYING","Can modify 'something' or 'anything' with 'to' infinitive, to make it more specific.","Please, bring something to drink.
Bring some sweets and something to wear if you get cold.
I had to buy them because I didn't have anything to wear on my holidays."
PRONOUNS,"indefinite - thing, -one, -body etc",A2,FORM: WITH 'ELSE',Can use indefinite pronouns with 'else'.,"Have you got something else to do on Saturday or can you come with me?
We have to bring some paints, but nothing else.
If you need anything else, you'll find it in the classroom.
I'm going to a rock concert on Saturday, but I have three tickets for two people  and I am looking for someone else to go with me, so, would you like to go?"
PRONOUNS,"indefinite - thing, -one, -body etc",A2,USE: 'SOMETHING' IN VAGUE EXPRESSIONS,"Can use 'something' in vague expressions, to refer to things in a non-specific way. ","After the concert we can have a pizza or something else.
You do not have to bring any food, but I will pleased if you could bring something to drink -  wine, coke or something.
You can bring a cake or something like that."
PRONOUNS,"indefinite - thing, -one, -body etc",B1,FORM: SUBJECT,"Can use an increasing range of indefinite pronouns ('something', 'nobody') as subjects, with a singular verb. ","I was so confused that I thought something was happening.
Unfortunately something has happened with the airplane's schedule, so I won't be able to arrive at 1.15 pm, as we agreed.
So I tried to call for help, but nobody answered."
PRONOUNS,"indefinite - thing, -one, -body etc",B1,FORM: OBJECT OR COMPLEMENT,Can use a wide range of indefinite pronouns as objects or complements. ,"I often watch TV, because my computer is broken and I have nothing to do.
? there was nothing on the wall.
It's a tennis club and the people there were all strangers for me, I didn't know anyone.
When I arrived at his house there wasn't anyone there.
He went everywhere in the world!"
PRONOUNS,"indefinite - thing, -one, -body etc",B1,"FORM/USE: PREMODIFIERS, INTENSIFYING","Can use premodifiers with indefinite pronouns, often to intensify. ","You can find absolutely anything, whatever you need.
I like to wear a T-shirt with jeans almost everywhere I go.
Nearly everyone I know sits at a computer all day."
PRONOUNS,"indefinite - thing, -one, -body etc",B2,FORM: SUBJECT,"Can use the full range of indefinite pronouns as subjects, with a singular verb. ","But, nowadays nothing is free, so you have to pay for everything.
Her parents had told her everything weeks ago; she had cried and argued, but nothing could change her parents? opinion.
Yes it was Christmas, that's why everybody tried to smile.
Everywhere is green and clean.
When we came back home, everywhere was very untidy.
I searched my car to see if anything was missing."
PRONOUNS,"indefinite - thing, -one, -body etc",B2,"FORM/USE: WITH RELATIVE CLAUSES, FOCUS","Can use indefinite pronouns with a relative clause to form complex noun phrases, to give focus.","Something that I like very much is the idea of the classes.
Something extra, which is not really pleasant, is their behavior.
Something really good about it is that it'd give us some work experience, which we don't have right now.
Everything that I believed changed and without any help I managed to write perfectly, according to my teacher.
Everyone who can use a computer can use the new products."
PRONOUNS,"indefinite - thing, -one, -body etc",B2,USE: VAGUE EXPRESSIONS,Can use indefinite pronouns in vague expressions to refer to things in a non-specific way. ,"Is it worth having a nervous breakdown or anything like that?
My personal idea to help the environment is to try to plant more trees around the college, for example, in the zone behind the college or somewhere else."
PRONOUNS,"indefinite - thing, -one, -body etc",C1,"FORM/USE: 'ANYTHING', FOCUS ","Can use 'anything' with post-modifiers to form complex noun phrases as subjects with a singular verb, to give focus. ","Anything else can be attached too if needed.
Anything to show how happy you are for them will do.
Anything that puts you in contact with the English language is important."
PRONOUNS,"indefinite - thing, -one, -body etc",C1,"FORM/USE: 'ANYTHING', ELLIPSIS","Can use 'anything' in an ellipted clause, ('if there is anything ...'). ","Anything else you need, ask Sarah.
Anything you need in connection with my report, please don't hesitate to contact me.
Anything you want to ask me, feel free to do so."
PRONOUNS,generic use,A2,"USE: 'YOU', GENERAL",Can use 'you' to refer to people in general. ,"My new mobile phone can do lots of things! You can play games, you can take pictures.
Let's say if you want to travel to China, you need to learn a little Chinese."
PRONOUNS,generic use,B1,"USE: 'ONE', GENERAL, FORMAL","Can use 'one' to refer to people in general, in formal contexts. ","The television, I think, is like a box where one can find anything: rubbish and good things.
One more reason I like Singapore is that one sees cats everywhere."
PRONOUNS,generic use,B2,"USE: 'WE', 'US', GENERAL",Can use 'we' and 'us' to refer to people in general.,"These days the car is everywhere, we can see cars all over the world.
In this film we can see the life of a female teenager ? in South-Africa.
We all know that being a writer is difficult; either we know how to write or we don't.
Some of us find it very useful, whereas others still have difficulty in accepting technology as a valuable thing for everyone.
Zoos give us different opportunities to do that and so to understand nature."
PRONOUNS,generic use,B2,FORM/USE: GENDER NEUTRAL,Can use 'they/them' to refer back to indefinite pronouns when we do not know the number or gender.,"If someone is watching a film that they don't like they can always choose another channel to watch to.
If anyone wishes to make any presentation they can contact Mr. Hari, Events Department.
If a student wants to make music there is no point teaching them science, but to be a good musician I think general knowledge is important as well ."
PRONOUNS,generic use,B2,FORM/USE: GENDER NEUTRAL,"Can use 'he/she', 'he' or 'she' or 'they' to refer back to gender neutral singular nouns or indefinite pronouns when we are not sure of the gender.","If a child had free time, he/she would play on his/her own and not with other children.
Furthermore, if somebody wants to be a journalist, he or she has to have an enormous knowledge of the world and people, because sometimes they must act like psychologists in order to obtain pieces of information."
PRONOUNS,reciprocal,B1,FORM: 'EACH OTHER',Can use 'each other' as the object of a verb or complement of a preposition to talk about the mutual behaviour of two or more people.,"We go to the same school so we see each other every day.
First, we had to introduce each other by saying where we come from, which kind of job we are doing here, why we want to learn English.
He said the coach is really nice and that the first players get on well with each other.
We didn't use to talk to each other, but one day we started to talk and I discovered she was extremely friendly and nice."
PRONOUNS,reciprocal,B2,"FORM/USE: 'ONE ANOTHER', FORMAL","Can use 'one another' as the object of a verb or complement of a preposition to talk about the mutual behaviour of two or more people, often in formal contexts. ","I also thought to create a studying space where students, staff and visitors can meet one another.
Since we last saw one another many things have happened, but I must admit I have never enjoyed myself again the way I did when I was with you.
Perhaps it will help me understand what my two dogs say to one another."
PRONOUNS,reciprocal,C1,"FORM: 'EACH ...' + 'THE OTHER(S)', AS COMPLEMENT","Can use 'each' (+ noun or pronoun) as subject followed by 'the other(s)' a complement of a preposition, to refer to two related things. ► pronouns: quantity","Each person could be a help to the other.
They all seem to mean exactly the same but if you study them more carefully, you realize that each of them differs from the others in tiny details that can be relevant.
Generally speaking, each individual is different from the others."
PRONOUNS,reciprocal,C2,"FORM: 'EACH ... THE OTHER(S)', AS OBJECT","Can use 'each' (+ noun or pronoun) as subject followed by 'the other(s)' as object , to refer to two related things. ► pronouns: quantity","Each of them admires the other's intelligence.
As regards other aspects of my upbringing my parents taught me the importance of having all the family together, each one helping the others, each one loving the others."
QUESTIONS,alternatives,A2,FORM: WORD + WORD,Can form alternative questions with two words from the same class combined with 'or'. ,"Can you bring some food or drinks for the dinner?
Is it cheap or expensive for you?
We can chat or watch a film."
QUESTIONS,alternatives,B1,FORM: PHRASE + PHRASE,Can form alternative questions with two phrases combined with 'or'. ,"Is this area in the city or in the countryside?
Do you feel more sympathy for your friends or your parents?"
QUESTIONS,alternatives,B1,"FORM/USE: 'OR SOMETHING ELSE', VAGUE","Can form alternative question with 'or something else' as the second alternative to a noun phrase, to refer to something non-specific. ","Shall we buy him a book, a CD or something else?
Poetry, history or something else?"
QUESTIONS,alternatives,B1,FORM: CLAUSE + CLAUSE,Can form alternative questions with two clauses combined with 'or'.,"Are you still with him or did you two break up?
Should I go there and talk to her or should I stay here?
What do you think about going for walks or jogging in your breaks?"
QUESTIONS,alternatives,B1,FORM/USE: 'OR NOT',"Can form alternative questions using 'or not' to substitute for a clause, sometimes to express annoyance or impatience. ","For a few seconds he was quiet. I couldn't wait, I asked nervously about his exam, did he pass or not?
Do you want to do that or not?
Do you agree with me or not?
Will you be there till that time or not?"
QUESTIONS,alternatives,C1,FORM/USE: STRONG ALTERNATIVE,Can form alternative questions using an extreme alternative to give greater pragmatic force. ,Is this new industry a blessing for the region or the exact opposite?
QUESTIONS,alternatives,C1,"FORM/USE: ELLIPTED MODAL, HEDGING","Can form alternative questions with two clauses and ellipsis in the second clause, often as a hedging device.","Maybe you could hand out toys or show a movie?
Maybe you will be able to arrange another excursion this year or provide more time there?"
QUESTIONS,alternatives,C2,FORM: ELLIPSIS,Can form alternative questions with two or more clauses and ellipsis in the second or third clause. ,"Is it not better to take the television away or stop them going to the cinema?
Do you enjoy reading, find it a waste of time or have an indifferent attitude to it?
Is he going to give it back to me or show it to everybody?"
QUESTIONS,tags,A2,FORM: QUESTION TAGS,Can use a limited range of question tags.,"You don't know where I live, do you?
It differs from the story which you told me, doesn't it?
It's fantastic, isn't it?
It cost £30, it was not too expensive, was it?"
QUESTIONS,tags,B1,FORM: NEGATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS ,"Can use an increasing range of affirmative 'be', 'do' and 'have' tags with negative main clauses.","I mean, your parents don't like discos, do they?
Doesn't sound interesting, does it?
He is not important, is he?
That isn't normal, is it?
You haven't been to my house before, have you?
We haven't met each other for about 1 year, have we?"
QUESTIONS,tags,B1,FORM: AFFIRMATIVE MAIN CLAUSES + NEGATIVE QUESTION TAGS ,"Can use an increasing range of 'be', 'do', 'have' and modal verb tags with negative main clauses.","And so you're moving to a different area, aren't you?
You love books, don't you?
It sounds peaceful, doesn't it?
We've arranged to meet at 12, haven't we?
I think it would be fantastic, wouldn't it?
When you come back, we should rent some movies, shouldn't we?
You'll see the programme on the 23rd of August, won't you?
We could go on holiday together, couldn't we?"
QUESTIONS,tags,B1,FORM: AFFIRMATIVE MAIN CLAUSES + AFFIRMATIVE QUESTION TAGS ,Can use an increasing range of affirmative tags with affirmative clauses.,"Your boyfriend is also 16, is he?
You bought new black clothes, did you?"
QUESTIONS,tags,B1,FORM/USE: 'RIGHT' AS AN INFORMAL TAG,Can use 'right' as a tag in informal contexts.,"You are 14 years old, right?
I think you asked if I liked shopping for clothes, right?
You asked me for some help, right?
They're black, right?"
QUESTIONS,tags,B2,FORM/USE: TAGS WITH IMPERATIVES AS SOFTENERS,Can use an affirmative or negative tag after an imperative clause to soften the imperative.,"Think about it, will you?
Go to the Lake Frene route, will you?
Let's check together, shall we?"
QUESTIONS,tags,C1,FORM: TAGS WITH 'THERE' + 'BE' ,Can use affirmative and negative forms of question tags with 'there' + 'be'. ,"As you put it that way, there isn't much of a difference with our time, is there?
But there is always something you can improve, isn't there?"
QUESTIONS,wh-,A2,FORM: MAIN VERB 'BE',Can use 'wh-'words + main verb 'be' + subject to form 'wh-' questions. ,"How was your dinner yesterday?
How are you, my friend?
Where are you, men?"
QUESTIONS,wh-,A2,FORM: WITH AUXILIARY 'DO',Can use 'wh-'words + auxiliary 'do' + subject + main verb to form 'wh-'questions. ► present simple;  ► past simple,"What do you think?
What did you do yesterday?
Where did you go?
How do you know?
Why don't you buy it?"
QUESTIONS,wh-,A2,FORM: WITH AUXILIARY 'HAVE',Can use 'wh-'words + auxiliary 'have' to form 'wh-'questions. ► present perfect  ►  past perfect,"How have you been?
What have you brought for me?"
QUESTIONS,wh-,A2,FORM: WITH AUXILIARY 'BE',Can use 'wh-'words + auxiliary 'be' to form 'wh-'questions. ► present continuous ► past continuous,"Who are you going with?
When are you coming here?
Where are you going?"
QUESTIONS,wh-,A2,FORM: MODAL VERBS ,Can use 'wh-'words + modal verbs + subject + main verb to form 'wh-'questions.,"What will you bring?
What can I do?
How can I help you?
How will you get here?
When can I visit you?
When can we meet?"
QUESTIONS,wh-,A2,"FORM/USE: NEGATIVE QUESTONS, SUGGESTIONS","Can use negative question 'why don't' + pronoun + verb, to make a suggestion or invitation. ","Why don't we watch a film?
Why don't you come with me?"
QUESTIONS,wh-,B1,FORM: NEGATIVE QUESTIONS WITH MODALS,Can use 'wh-'words + the negative form of modal verbs + subject + main verb to form 'wh-'questions.,"Why can't you do both things?
Why couldn't I control myself?"
QUESTIONS,wh-,B2,FORM: NEGATIVE QUESTIONS WITH MAIN VERBS,Can use 'wh-'words + the negative form of auxiliary 'do' + subject + main verb to form 'wh-'questions.,"You still have this agonising headache. Why don't you go to your doctor?
Why didn't you check with the ticket office first before you wrote your article?
Why didn't you say something about it?
Why haven't you told me before?"
QUESTIONS,wh-,C1,USE: FOCUS,"Can use 'wh-'questions as a focusing device, often in a narrative or argument.","Nevertheless, we still give presents because we really want to. You can recognize them normally very fast! They are the ones which are unexpected and made with lots of love. So what makes a good present? From my point of view, the best presents are personal and fitted to the individual.
The other very serious problem in connection with cars is pollution, which is the cause of more diseases and problems than we realise at the moment. But what are the alternatives? Berlin has a well-structured and functioning subway?
Some of them are coin operated but some are magnetic-card operated. Use these coin-operated ones because to call from the other ones, you should buy a magnetic card, which is only possible in post offices. What else can I tell you? If you want anything to drink or to eat after your arrival, there are restaurants at the airport."
QUESTIONS,yes/no,A1,FORM: MODAL VERBS,Can use a limited range of modal verbs + subject + main verb to form 'yes/no' questions.  ► can,"Can you come to dinner in my house?
I can't find my CD, can you bring some music please?"
QUESTIONS,yes/no,A2,FORM: MAIN VERB 'BE',Can use main verb 'be' + subject to form 'yes/no' questions. ,"Are you ok?
Where is your dog? Is it ok?
Are you ready?"
QUESTIONS,yes/no,A2,FORM: MODAL VERBS,Can use an increasing range of modal verbs + subject + main verb to form 'yes/no' questions.,"Could you meet me at my home at 7 pm?
Could you look for it?
Would you like to go with me to the U2 concert?
Will you come with me?"
QUESTIONS,yes/no,A2,FORM: LEXICAL VERBS WITH 'DO',Can use auxiliary 'do' + subject + main verb to form 'yes/no' questions. ,"My favourite song is 'Viva la vida'. Do you know it?
My bedroom will be blue!! I love this colour!! Do you like it?
Yesterday, I went to buy some new clothes at the new store that is opposite my house, do you remember it?
Did you see the football match last night?"
QUESTIONS,yes/no,A2,FORM: AUXILIARY 'BE',Can use auxiliary 'be' + subject + the '-ing' form (continuous form) to form 'yes/no' questions.,"Are you going to come?
Are you feeling better?
Are you going to the new art class?
Are you doing anything on Friday?"
QUESTIONS,yes/no,A2,FORM: AUXILIARY 'HAVE',Can use auxiliary 'have' + subject + the '-ed' form to form 'yes/no' questions.  ►  present perfect,"I've just watched a football competition with my family and friends. Have you watched it?
I left my mobile in your house, have you seen it?"
QUESTIONS,yes/no,B1,FORM: NEGATIVE QUESTIONS WITH 'BE',Can use main verb 'be' + 'n't' to form negative 'yes/no' questions.,"Aren't you excited about it?
Isn't he sweet?
Isn't it in the mountains?"
QUESTIONS,yes/no,B1,"FORM: NEGATIVE QUESTIONS, AUXILIARY VERBS",Can use auxiliary 'do' and 'have' + 'n't' + subject + main verb to form negative 'yes/no' questions. ,"Don't you think so?
Don't you like any programmes?
Don't you think she would be happy?
Don't you know me?
Haven't you seen it yet?
Haven't they got their own style?"
QUESTIONS,yes/no,B1,FORM: NEGATIVE QUESTIONS MODAL VERBS,Can use modal verbs + 'not' + subject + main verb to form 'yes/no' questions. ,"Wouldn't you like to come?
I'm going to a picnic next Saturday with my parents, won't you come with us?
Can't you make both?"
QUESTIONS,yes/no,B1,USE: SEEKING AGREEMENT,Can use negative 'yes/no' questions to involve the listener or reader by seeking agreement. ,"Finally two days ago I found it in my pocket! It's funny! Don't you think?
They're filming a part of Harry Potter at our school, because our main building is very old. Isn't that great?
You can even just relax and sunbathe while you drink a nice, cold lemonade. Wouldn't that be amazing?
While we were there, there was also a concert and I got to see Rihanna and Chris Brown! Isn't that awesome?"
QUESTIONS,yes/no,C2,"FORM/USE: NEGATIVE QUESTIONS WITH 'NOT', EMPHASIS",Can form negative questions with uncontracted 'not' to emphasise a point in an argument. ,"Do we not want our children to be as happy as possible?
Is it not too easy to put the blame systematically on our education?
Is it not possible to have this, though maybe on a smaller scale, in our everyday living right where we spend the majority of our time on earth?
Are they not aware of the negative effects the use of cars has on cities?
Can it not, sometimes, be harmful to the world?"
VERBS,phrasal-prepositional,A2,FORM/USE: 'LOOK FORWARD TO',"Can use 'look forward to' as a fixed expression followed by an '-ing' form or noun phrase, usually at the end of correspondence. ","I'm looking forward to seeing you!
I look forward to hearing from you.
I am looking forward to our meeting."
VERBS,phrasal-prepositional,B1,FORM: VERB + PARTICLE + PREPOSITION + OBJECT,Can use a limited range of verbs + particle + preposition + noun or pronoun. ,"I could catch up with the work I miss after school from 3 to 4.
They interviewed and filmed pupils and teachers to find out how they get on with each other.
I'd better stop now and get on with my studying.
I think that if you want to have a peaceful holiday, you should get away from the city and enjoy the countryside, enjoy nature.
So you had better go walking or join a club, but don't forget to keep away from junk food."
VERBS,phrasal-prepositional,B2,FORM: VERB + PARTICLE + PREPOSITION + OBJECT,Can use an increasing range of verb + particle + preposition + noun or pronoun.,"I can look up to someone in admiration if he  is dedicating his  life to helping other people.
Other people will see you as a knowledgeable person and they will look up to you.
You should face up to the problem and tell everybody the truth, that you are working too hard.
We couldn't just swim and eat ice-cream every day of our summer vacation, so we sat down and came up with the craziest idea ever."
VERBS,phrasal-prepositional,C1,"FORM: PHRASAL-PREPOSITIONAL VERB, STRANDED PREPOSITION","Can use verb + particle + preposition, where the preposition is separated from its complement. ► Prepositions","Anyway, let me tell you what ideas I came up with.
Sometimes in order to feel confident and to be inspired we need a person to look up to.
This you will have to look out for.
This shows her superficiality, which Kingshaw cannot put up with.
Firstly, let me express that the situation you describe is certainly not something my client could easily put up with."
VERBS,phrasal-prepositional,C2,FORM: VERB + DIRECT OBJECT + PARTICLE + PREPOSITION + OBJECT,Can use a direct object with some prepositional verbs as well as an object of the preposition.,It is widely accepted that being a loyal and trusted individual means that the people around us can trust us or let us in on a secret.
VERBS,prepositional,A1,FORM: VERB + PREPOSITION + OBJECT,Can use a limited range of prepositional verbs followed by noun or pronoun objects. ,"I listen to music in the living room, and also eat my breakfast, lunch and dinner.
I can look after her if she needs to do shopping and cleaning.
I like to walk in the woods and look for mushrooms."
VERBS,prepositional,B1,FORM: VERB + PREPOSITION + OBJECT ,Can use an increasing range of prepositional verbs followed by noun or pronoun objects.,"If you need more information, please look at the information sheet at the entrance.
In fact, our company needs to train some staff on how to deal with the complaints of customers."
VERBS,prepositional,B2,"FORM: PREPOSITIONAL VERB, STRANDED PREPOSITION","Can use verb + preposition, where the preposition is separated from its complement. ","In Poland rules that refer to how to dress at school aren't very strict; we don't wear any uniforms, but our clothes have to be clean and nice to look at.
But there is one difficulty which we should deal with.
I would like to give you some ideas of what people in my community want to listen to."
VERBS,prepositional,B2,FORM: VERB + ADVERB + PREPOSITION,Can use an adverb between the verb and the preposition.,"I am really willing to know more about horses and to learn how to deal properly with them.
I hope you will look carefully at the enclosed papers and I'm looking forward to hearing from you soon."
VERBS,patterns_that clauses,A2,FORM: REPORTING VERBS + DIRECT OBJECT 'THAT'-CLAUSE,"Can use a limited range of verbs, typically reporting, with a 'that'-clause as the direct object. ","I hope that you'll come.
I think that it begins on 20 or 21 May.
My mother said that she can help us.
I heard that you are quite busy right now."
VERBS,patterns_that clauses,A2,FORM: VERBS + DIRECT OBJECT CLAUSE WITHOUT 'THAT',"Can use reporting verbs, especially mental process verbs, with a clause as the direct object, without 'that', especially in informal contexts. ","I hope you can go, buddy.
I think I left my phone there, maybe in your kitchen.
I think you should go visit the Kuala Lumpur Twin Towers.
I know it's impossible for you to come during examination time.
My mother said you can come to me at 6.30 pm."
VERBS,patterns_that clauses,A2,FORM: VERBS + INDIRECT OBJECT CLAUSE,"Can use verbs, typically reporting verbs, followed by a noun or pronoun as the indirect object and a clause with or without 'that', as the direct object.","I told you that she has a new car?
You promised me that you will help me to paint my bedroom.
Nisha told me you had an accident last week."
VERBS,patterns_that clauses,B1,FORM: REPORTING VERBS + DIRECT OBJECT 'THAT'-CLAUSE,"Can use an increasing range of verbs, typically reporting or mental process verbs, with a 'that'-clause as the direct object. ","Now you're sixteen, I totally understand that you don't want to go on holiday with your parents.
When I got there, I realised that I wasn't the only winner."
VERBS,patterns_that clauses,B1,FORM: VERBS + PREPOSITIONAL PHRASE + 'THAT'-CLAUSE,Can use some reporting verbs with a prepositional phrase followed by a 'that'-clause as the direct object.,"I think also that you should say to your parents that you want to try a new experience with your friends.
When I said to my friends that I had met with him, they didn't believe me."
VERBS,phrasal,A2,FORM: NO OBJECT,Can use a limited range of phrasal verbs without an object.,"I'm going to get up early on Saturday.
Shall we go out this weekend to a concert?
We can meet up at 2 pm.
If you have time, you can come over and I will introduce you to my friends.
Every day I can see the sea when I wake up."
VERBS,phrasal,A2,FORM: VERB + PRONOUN + PARTICLE ,Can use a limited range of phrasal verbs + object pronoun + particle. ,"I will pick you up and arrange everything.
Ring me up or send me an email if you have any questions.
You may need to throw it away, it'll be too dirty after painting.
Could you come here by nine o'clock to help me out?"
VERBS,phrasal,B1,FORM: NO OBJECT,Can use an increasing range of phrasal verbs without an object.,"I needed to hang out because my life was too jam-packed and hectic.
Its battery had run out.
She cried a lot. Her feelings, emotions were all scattered. But Lisa didn't give up."
VERBS,phrasal,B1,FORM: VERB + PARTICLE + OBJECT,Can use a limited range of phrasal verbs + particle + object.,"Were it not for my university, I would give up this class immediately.
I must travel to Mexico City because I won a novel contest and I need to pick up my award.
So I opened the envelope and took out the letter.
She turned off the phone and walked to the bathroom."
VERBS,phrasal,B1,FORM: VERB + PRONOUN + PARTICLE ,Can use an increasing range of phrasal verbs + object pronoun + particle. ,"I heard about this club when I was watching T.V. and I wanted to check it out.
I really like shopping for clothes, but I hate trying them on because always when I finish, the shop assistant shows me more clothes.
So, think it over and tell me what you decide to do."
VERBS,phrasal,B2,FORM: NO OBJECT,Can use a wide range of phrasal verbs without an object.,"Some species are dying out, and keeping such animals in zoos where they can give life to new generations is the only way to prevent them from becoming completely extinct.
The following day my grandpa didn?t show up.
If you are not good enough at reading, you'll end up wasting your time."
VERBS,phrasal,B2,FORM: VERB + PARTICLE + OBJECT,Can use a wide range of phrasal verbs + particle + object. ,"I don't need to use my imagination while I'm surfing the internet, but if I'm reading a book I can build up the whole surroundings and the characters in my own head.
I had already booked my seat on the ferry-boat to Athens and I couldn't put off my crossing.
I can surf the internet and look up some useful information.
The concert finished very late and after the concert I had to clean up the hall."
VERBS,phrasal,B2,FORM: VERB + NOUN + PARTICLE ,Can use phrasal verbs + nouns as object + particle.,"I am glad that you have decided to take some time off and more glad because you are going to the U.S.
Another way is also to turn the computers off in the evenings.
It was necessary to call the electrician up.
If we can make these improvements, we might be able to work this problem out."
VERBS,phrasal,C1,FORM: VERB + PRONOUN + PARTICLE ,Can use a wide range of phrasal verbs + object pronoun + particle. ,"I went to check them out last week and here is my review of the two concerts.
I tried to clean it up as much as possible.
We just need a small set and a little time to fix it up."
VERBS,types,A1,FORM: MAIN VERBS,Can use regular and irregular main verbs in simple verb phrases. ► present simple ► past simple,"You know, I love your cooking!
I have very good friends.
She comes from India.
She has long, dark hair and brown eyes.
He gets up at 6 o'clock and goes to work.
I heard from our neighbours about you.
My grandmother lived in a village and I often went there."
VERBS,types,A1,"FORM: LINKING VERB, 'BE'",Can use linking verb 'be'. ,"I am 22 years old.
There are 4 rooms.
And I like my home because it's not too big and it's a very nice flat.
It was very nice."
VERBS,types,A1,FORM: AUXILIARY VERB 'BE' ,Can use auxiliary verb 'be'. ►  present continuous,"I am writing to tell you what I do every day at college.
I'm working today.
We are going to the park."
VERBS,types,A1,FORM: MODAL AUXILIARY VERBS,"Can use a limited range of modal auxiliary verbs ('can', 'will', 'would'). ","Can you bring some music with you to the dinner.
I'll be very happy to help you.
I would like to eat some Spanish food."
